12-02 19:26 bfx_data_server.server DEBUG    Computing hashes for static assets...
12-02 19:26 bfx_data_server.server DEBUG    Computing hashes for /c/Users/twguy/WSL_projects/tom_projects/WSGI_Flask/Bfx_Data_Server/bfx_data_server/server/static/dist/css/main.css
12-02 19:26 bfx_data_server.server DEBUG    Computing hashes for /c/Users/twguy/WSL_projects/tom_projects/WSGI_Flask/Bfx_Data_Server/bfx_data_server/server/static/dist/js/bootstrap.bundle.js
12-02 19:26 bfx_data_server.server DEBUG    Computing hashes for /c/Users/twguy/WSL_projects/tom_projects/WSGI_Flask/Bfx_Data_Server/bfx_data_server/server/static/dist/js/bundle.js
12-02 19:26 bfx_data_server.server DEBUG    Computing hashes for /c/Users/twguy/WSL_projects/tom_projects/WSGI_Flask/Bfx_Data_Server/bfx_data_server/server/static/dist/js/jquery.min.js
12-02 19:26 bfx_data_server.server DEBUG    Computing hashes for /c/Users/twguy/WSL_projects/tom_projects/WSGI_Flask/Bfx_Data_Server/bfx_data_server/server/static/dist/js/main.js
12-02 19:26 bfx_data_server.server DEBUG    Computing hashes for /c/Users/twguy/WSL_projects/tom_projects/WSGI_Flask/Bfx_Data_Server/bfx_data_server/server/static/src/js/index.js
12-02 19:26 bfx_data_server.server DEBUG    Computing hashes for /c/Users/twguy/WSL_projects/tom_projects/WSGI_Flask/Bfx_Data_Server/bfx_data_server/server/static/src/js/site.js
12-02 19:26 bfx_data_server.server INFO     Hashes generated for all static assets.
12-02 19:29 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:29:28] "GET /static/dist/css/main.css.map HTTP/1.1" 304 -
12-02 19:29 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:29:28] "GET /static/dist/js/bundle.js.map HTTP/1.1" 304 -
12-02 19:29 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:29:28] "GET /static/dist/js/main.js.map HTTP/1.1" 304 -
12-02 19:29 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:29:28] "GET /static/dist/img/favicon.ico HTTP/1.1" 200 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:03] "GET /main HTTP/1.1" 302 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:03] "GET /auth/login?next=%2Fmain HTTP/1.1" 200 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:03] "GET /static/dist/css/main.css%3Fq%3D39f66 HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:03] "GET /static/dist/js/jquery.min.js%3Fq%3D220af HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:03] "GET /static/dist/img/TwgLogo.png HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:03] "GET /static/dist/js/main.js%3Fq%3Df1a51 HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:03] "GET /static/dist/js/bootstrap.bundle.js%3Fq%3D1a94a HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:03] "GET /static/dist/js/bundle.js%3Fq%3D8acb7 HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:13] "POST /auth/login?next=%2Fmain HTTP/1.1" 302 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:13] "GET /main HTTP/1.1" 200 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:13] "GET /static/dist/css/main.css%3Fq%3D39f66 HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:13] "GET /static/dist/img/TwgLogo.png HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:13] "GET /static/dist/js/jquery.min.js%3Fq%3D220af HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:13] "GET /static/dist/js/main.js%3Fq%3Df1a51 HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:13] "GET /static/dist/js/bundle.js%3Fq%3D8acb7 HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:13] "GET /static/dist/js/bootstrap.bundle.js%3Fq%3D1a94a HTTP/1.1" 304 -
12-02 19:30 urllib3.connectionpool DEBUG    Starting new HTTPS connection (1): api-pub.bitfinex.com:443
12-02 19:30 urllib3.connectionpool DEBUG    https://api-pub.bitfinex.com:443 "GET /v2/tickers?symbols=tBTCUSD,tLTCUSD,tETHUSD,tXRPUSD,tNEOUSD,tEOSUSD,tBSVUSD,tIOTUSD HTTP/1.1" 200 None
12-02 19:30 bfx_data_server.api.getCoins INFO     {'BTC': 7328.1, 'LTC': 45.457, 'ETH': 148.44, 'XRP': 0.22024, 'NEO': 8.9352, 'EOS': 2.6788, 'BSV': 100.6, 'IOT': 0.20781}
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:13] "GET /api/data HTTP/1.1" 200 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:35] "GET /static/dist/css/main.css%3Fq%3D39f66 HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:35] "GET /static/dist/js/bootstrap.bundle.js.map HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:35] "GET /static/dist/js/bundle.js.map HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:35] "GET /static/dist/js/main.js.map HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:35] "GET /static/dist/css/main.css.map HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:37] "GET /auth/logout HTTP/1.1" 302 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:37] "GET /welcome HTTP/1.1" 200 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:37] "GET /static/dist/css/main.css%3Fq%3D39f66 HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:37] "GET /static/dist/img/TwgLogo.png HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:37] "GET /static/dist/js/jquery.min.js%3Fq%3D220af HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:37] "GET /static/dist/js/bundle.js%3Fq%3D8acb7 HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:37] "GET /static/dist/js/main.js%3Fq%3Df1a51 HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:37] "GET /static/dist/js/bootstrap.bundle.js%3Fq%3D1a94a HTTP/1.1" 304 -
12-02 19:30 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:30:37] "GET /static/dist/img/skyline.png HTTP/1.1" 304 -
12-02 19:32 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:32:42] "GET /auth/login HTTP/1.1" 200 -
12-02 19:32 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:32:42] "GET /static/dist/css/main.css%3Fq%3D39f66 HTTP/1.1" 304 -
12-02 19:32 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:32:42] "GET /static/dist/js/jquery.min.js%3Fq%3D220af HTTP/1.1" 304 -
12-02 19:32 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:32:42] "GET /static/dist/js/bootstrap.bundle.js%3Fq%3D1a94a HTTP/1.1" 304 -
12-02 19:32 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:32:42] "GET /static/dist/js/bundle.js%3Fq%3D8acb7 HTTP/1.1" 304 -
12-02 19:32 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:32:42] "GET /static/dist/js/main.js%3Fq%3Df1a51 HTTP/1.1" 304 -
12-02 19:32 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:32:42] "GET /static/dist/img/TwgLogo.png HTTP/1.1" 304 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET / HTTP/1.1" 200 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET /static/dist/css/main.css%3Fq%3D39f66 HTTP/1.1" 200 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET /static/dist/img/TwgLogo.png HTTP/1.1" 200 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET /static/dist/js/jquery.min.js%3Fq%3D220af HTTP/1.1" 200 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET /static/dist/js/main.js%3Fq%3Df1a51 HTTP/1.1" 200 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET /static/dist/js/bootstrap.bundle.js%3Fq%3D1a94a HTTP/1.1" 200 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET /static/dist/js/bundle.js%3Fq%3D8acb7 HTTP/1.1" 200 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET /static/dist/css/main.css.map HTTP/1.1" 304 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET /static/dist/img/skyline.png HTTP/1.1" 200 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET /static/dist/js/bootstrap.bundle.js.map HTTP/1.1" 304 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET /static/dist/js/bundle.js.map HTTP/1.1" 304 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:55] "GET /static/dist/js/main.js.map HTTP/1.1" 304 -
12-02 19:47 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:47:56] "GET /static/dist/img/favicon.ico HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:04] "GET /auth/login HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:04] "GET /static/dist/css/main.css%3Fq%3D39f66 HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:04] "GET /static/dist/js/jquery.min.js%3Fq%3D220af HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:04] "GET /static/dist/img/TwgLogo.png HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:04] "GET /static/dist/js/bundle.js%3Fq%3D8acb7 HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:04] "GET /static/dist/js/main.js%3Fq%3Df1a51 HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:04] "GET /static/dist/js/bootstrap.bundle.js%3Fq%3D1a94a HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET / HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/css/main.css%3Fq%3D39f66 HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/img/TwgLogo.png HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/js/jquery.min.js%3Fq%3D220af HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/js/bootstrap.bundle.js%3Fq%3D1a94a HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/js/bundle.js%3Fq%3D8acb7 HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/js/main.js%3Fq%3Df1a51 HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/js/bootstrap.bundle.js.map HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/img/skyline.png HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/css/main.css.map HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/js/bundle.js.map HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/js/main.js.map HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:22] "GET /static/dist/img/favicon.ico HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:24] "GET /auth/login HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:24] "GET /static/dist/css/main.css%3Fq%3D39f66 HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:24] "GET /static/dist/img/TwgLogo.png HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:24] "GET /static/dist/js/jquery.min.js%3Fq%3D220af HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:24] "GET /static/dist/js/bootstrap.bundle.js%3Fq%3D1a94a HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:24] "GET /static/dist/js/bundle.js%3Fq%3D8acb7 HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:24] "GET /static/dist/js/main.js%3Fq%3Df1a51 HTTP/1.1" 304 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:32] "GET /auth/login HTTP/1.1" 200 -
12-02 19:48 werkzeug     INFO     127.0.0.1 - - [02/Dec/2019 19:48:32] "GET /static/dist/css/main.css%3Fq%3D39f66 HTTP/1.1" 304 -
